text,intent
got uber for 150,log_spending
bought drinks for ₦500,log_spending
bought dinner for 200.50 naira,log_spending
5k on coffee,log_spending
just paid ₦45 for uber,log_spending
cost me 150 to get subscription,log_spending
switching to lunch,transition_activity
spent 45 NGN on airtime,log_spending
spent 150 on data,log_spending
paid 500 for gas,log_spending
spent 500 on subscription,log_spending
just spent 150 for food,log_spending
bought gas for ₦50,log_spending
dropped 5k bucks on dinner,log_spending
got drinks for 2.5k,log_spending
dropped 150 bucks on drinks,log_spending
bought bills for 200.50 naira,log_spending
bought lunch for ₦50,log_spending
spent 150 on subscription,log_spending
just paid ₦1m for gas,log_spending
spent 50 on groceries,log_spending
spent 50naira on coffee,log_spending
heading to chores,start_activity
bought uber for 45 naira,log_spending
dropped 1m bucks on drinks,log_spending
starting meeting,start_activity
spent 8000 on data,log_spending
paid 1m for coffee,log_spending
cost me 45 to get subscription,log_spending
cost me 10000 to get data,log_spending
starting lunch,start_activity
got groceries for 50,log_spending
just paid ₦150 for food,log_spending
paid 10000 for airtime,log_spending
bought dinner for 1000 naira,log_spending
cost me 10000 to get drinks,log_spending
dropped 10000 bucks on subscription,log_spending
got uber for 500,log_spending
spent 5knaira on data,log_spending
paid 150 bucks for lunch,log_spending
150 on subscription,log_spending
paid 10000 bucks for data,log_spending
spent 1m NGN on subscription,log_spending
now deep work,transition_activity
moving to workout,transition_activity
spent 8000 NGN on airtime,log_spending
spent 10000naira on airtime,log_spending
spent 150 NGN on coffee,log_spending
spent 45 NGN on dinner,log_spending
cost me 1000 to get bills,log_spending
spent 500naira on gas,log_spending
paid 2.5k for food,log_spending
dropped 2.5k bucks on bills,log_spending
bought groceries for 8000 naira,log_spending
dropped 1m bucks on groceries,log_spending
spent 10000 on dinner,log_spending
cost me 10000 to get lunch,log_spending
cost me 45 to get coffee,log_spending
dropped 45 bucks on airtime,log_spending
bought data for 50 naira,log_spending
dropped 8000 bucks on data,log_spending
cost me 1000 to get gas,log_spending
50 on uber,log_spending
just spent 45 for drinks,log_spending
spent 10000naira on lunch,log_spending
spent 5knaira on groceries,log_spending
cost me 1m to get gas,log_spending
bought airtime for 150 naira,log_spending
spent 50 NGN on subscription,log_spending
begin driving,start_activity
just paid ₦2.5k for dinner,log_spending
spent 50 on coffee,log_spending
bought lunch for 50 naira,log_spending
spent 1000 on uber,log_spending
bought drinks for ₦5k,log_spending
bought food for ₦10000,log_spending
just spent 45 for dinner,log_spending
haha,idle_chat
spent 50 NGN on gas,log_spending
bought lunch for ₦500,log_spending
paid 200.50 for groceries,log_spending
switching to dinner,transition_activity
dropped 500 bucks on food,log_spending
paid 5k bucks for coffee,log_spending
spent 200.50naira on uber,log_spending
8000 on food,log_spending
shifting to chores,transition_activity
just paid ₦8000 for airtime,log_spending
spent 200.50 NGN on dinner,log_spending
bought uber for ₦500,log_spending
paid 8000 bucks for lunch,log_spending
spent 2.5k on subscription,log_spending
spent 45 NGN on drinks,log_spending
bought lunch for ₦2.5k,log_spending
paid 150 for drinks,log_spending
45 on airtime,log_spending
just paid ₦2.5k for lunch,log_spending
just paid ₦1m for airtime,log_spending
paid 1000 for airtime,log_spending
spent 1000 on airtime,log_spending
spent 500 NGN on bills,log_spending
got uber for 45,log_spending
spent 8000 NGN on coffee,log_spending
dropped 200.50 bucks on uber,log_spending
spent 1000 on bills,log_spending
spent 8000naira on bills,log_spending
switching to coding,transition_activity
paid 8000 bucks for uber,log_spending
spent 8000 NGN on dinner,log_spending
paid 150 bucks for airtime,log_spending
bought uber for ₦200.50,log_spending
spent 50naira on subscription,log_spending
got food for 2.5k,log_spending
thanks,idle_chat
spent 50 on lunch,log_spending
got airtime for 50,log_spending
bought lunch for ₦200.50,log_spending
cost me 150 to get groceries,log_spending
8000 on lunch,log_spending
spent 150 on airtime,log_spending
bought dinner for 2.5k naira,log_spending
spent 45 on subscription,log_spending
10000 on dinner,log_spending
just paid ₦50 for drinks,log_spending
just spent 150 for dinner,log_spending
got drinks for 8000,log_spending
paid 1000 for dinner,log_spending
bought dinner for ₦10000,log_spending
200.50 on drinks,log_spending
spent 5k NGN on data,log_spending
just paid ₦2.5k for groceries,log_spending
spent 200.50naira on bills,log_spending
spent 1000 NGN on airtime,log_spending
spent 1mnaira on subscription,log_spending
spent 10000 NGN on uber,log_spending
bought dinner for 45 naira,log_spending
just spent 500 for uber,log_spending
paid 50 bucks for drinks,log_spending
spent 8000naira on food,log_spending
moving to meeting,transition_activity
spent 8000 NGN on gas,log_spending
dropped 2.5k bucks on dinner,log_spending
spent 5k NGN on bills,log_spending
cost me 5k to get uber,log_spending
spent 45naira on lunch,log_spending
starting gym,start_activity
just spent 150 for bills,log_spending
paid 2.5k bucks for groceries,log_spending
